customer_id,name,email,address,regist_date
123,Vitor Gabriel Sampaio,agathajesus@example.net,"Sítio de Sousa, 30
Conjunto Jardim Filadélfia
15720-970 Duarte Grande / PR",06/10/24
124,Dra. Júlia Rios,da-rochapedro@example.com,"Estrada de Duarte, 60
Nova Vista
76400240 Abreu / SP",05/28/23
125,Sra. Bella Cardoso,davimonteiro@example.org,"Pátio de Lima, 74
São Damião
33728767 Abreu / RR",06/30/23
126,Carlos Eduardo Teixeira,piresraquel@example.com,"Passarela Marques, 87
São Bento
47796-638 Cassiano de Lopes / CE",05/15/24
127,Melissa Sá,novaesheloisa@example.com,"Estação Brenda Albuquerque, 830
São José
11273-152 Vieira / AM",03/30/20
128,Srta. Marcela Nogueira,valentim64@example.org,"Morro de Araújo
Conjunto Califórnia I
54780-895 Silveira da Serra / MS",12/29/21
129,Carolina Lima,aferreira@example.com,"Loteamento de Marques, 39
Lajedo
54175085 Pires / RO",12/28/22
130,Eloá da Cruz,siqueirarhavi@example.net,"Quadra Julia Melo, 2
Vista Alegre
69379-009 Vasconcelos da Praia / RJ",05/08/22
131,Dra. Evelyn Aragão,pauloribeiro@example.net,"Quadra de da Cunha, 85
Araguaia
92140-071 Pastor / RO",12/12/23
132,Dra. Maria Cecília Peixoto,matteo99@example.org,"Via de Ribeiro, 788
Cachoeirinha
01119510 Sampaio / RS",08/16/23
133,João Felipe Marques,samuel52@example.com,"Feira Nina Casa Grande, 11
Serra Do Curral
56217361 Fonseca de Minas / SE",08/24/22
134,Maria Luísa Freitas,calebe15@example.org,"Residencial de Alves
Apolonia
14664-393 Garcia / ES",01/27/20
135,Ravi Marques,rda-luz@example.com,"Conjunto Siqueira, 918
Biquinhas
62260380 Oliveira de Andrade / PI",11/13/21
136,João Vitor da Cruz,alvesmaria-flor@example.org,"Jardim de Pinto, 1
Maria Tereza
78977-214 Macedo / PR",09/30/20
137,Thomas Pereira,gabrielly59@example.net,"Rodovia de Aparecida
Nova Cintra
14749-736 Moura da Praia / BA",02/14/20
138,Raul Porto,davi-miguel15@example.com,"Avenida Enrico Viana, 11
Vila Real 2ª Seção
18036127 Cardoso / CE",08/28/23
139,Natália Correia,enricoazevedo@example.com,"Viaduto de Ribeiro, 27
Vila São Francisco
46799-814 das Neves / MA",05/04/22
140,Liz da Costa,maysa65@example.net,"Lago Barros, 765
Barro Preto
61371-251 Fogaça dos Dourados / RR",08/29/20
141,Lavínia Casa Grande,joana38@example.org,"Ladeira de Pacheco, 916
Nova Gameleira
69167-007 Vasconcelos de Lopes / AL",03/11/21
142,Dra. Luna Souza,marcelorodrigues@example.org,"Distrito Machado, 87
Acaiaca
74252-159 Souza de Barbosa / RS",12/14/21
143,Dr. Enrico Viana,sophiecasa-grande@example.org,"Estação Kaique Vasconcelos, 27
Gutierrez
06397521 Pinto das Flores / CE",08/29/23
144,Eloá Cavalcante,anascimento@example.com,"Viaduto das Neves, 54
Bonfim
62019-891 Pereira do Galho / RS",08/04/23
145,Heloisa Rodrigues,freitasjoaquim@example.com,"Largo de Barbosa
Jaqueline
07470942 Martins / DF",07/22/24
146,Levi Silveira,ana-vitoria87@example.com,"Rodovia de Alves, 8
Vila De Sá
19045493 Albuquerque / RR",01/08/24
147,Vitor Vieira,maria-luisagoncalves@example.org,"Rodovia Joana Silva, 688
Ermelinda
49622387 Lima de Lopes / AC",12/23/23
148,Alana Sousa,gviana@example.com,"Ladeira Davi Vieira, 595
Vila Madre Gertrudes 3ª Seção
16110204 Cavalcante Paulista / SC",01/30/20
149,Ana Laura Câmara,,"Praça de Santos, 18
Suzana
30041729 Sá de Jesus / RN",10/15/20
150,Srta. Isadora Pereira,jadesousa@example.net,"Quadra Porto, 40
Pilar
39456-552 Pacheco do Norte / MA",04/18/22
151,Vitória Mendes,tmarques@example.com,"Distrito Araújo, 34
Laranjeiras
41873-791 da Mota / RN",02/23/20
152,Oliver da Paz,peixotopedro@example.org,"Área de Vieira, 139
Bom Jesus
40622985 Azevedo / BA",04/10/20
153,Gabriel Correia,maite53@example.net,"Colônia de Castro, 40
Vila Sumaré
27860856 Peixoto de Castro / MS",03/26/24
154,Raquel Lima,,"Campo Henry Gabriel Barros, 93
Conjunto Paulo Vi
74974908 da Rosa do Campo / MA",03/10/20
155,Dr. Théo Rios,wfarias@example.com,,09/17/22
156,Gael Barros,luiz-fernandodias@example.org,"Setor Barbosa, 1
Vila Madre Gertrudes 1ª Seção
19314599 Cunha / MS",11/16/21
157,Natália Novaes,portocamila@example.net,"Rua Alice Cassiano, 20
Granja Werneck
03441-556 Rezende / MT",04/26/21
158,Maria Eduarda Moura,melomateus@example.com,"Praça Matteo Barbosa, 66
Coração Eucarístico
20450484 da Conceição do Oeste / PA",07/18/23
159,Bernardo Martins,fernandesnina@example.net,"Lagoa Maysa Castro, 64
Vila Real 2ª Seção
95226-536 Rios do Oeste / CE",03/30/22
160,Rael Cassiano,duartejoao-lucas@example.net,"Campo Milena da Luz, 1
Juliana
45116791 Pastor / RN",12/25/21
161,Nicolas Correia,henry-gabriel18@example.org,"Estação Casa Grande, 89
Salgado Filho
24452-218 Novais do Amparo / BA",05/24/22
162,Marina Sá,luiza59@example.org,"Viaduto de Rodrigues, 14
Garças
56567844 da Paz / MA",03/02/21
163,João Lucas Jesus,antonysampaio@example.org,"Morro Pimenta, 27
Vila Nova Cachoeirinha 1ª Seção
10329-180 Barros / ES",10/02/22
164,Bella Moura,portobrenda@example.net,"Jardim de Correia, 796
Itatiaia
51312825 Rodrigues Alegre / RS",05/23/24
165,Theodoro Teixeira,baraujo@example.com,"Travessa de Novaes, 98
Vila Nova Cachoeirinha 3ª Seção
47779-090 da Mota do Oeste / RS",11/30/21
166,Valentina Costela,raquelcosta@example.org,"Trevo de Cavalcante, 382
Venda Nova
57803720 Farias / SP",12/13/21
167,Pietro Ferreira,ryan64@example.org,"Viela de Costa, 8
Aarão Reis
81963-790 Cassiano dos Dourados / PB",05/07/24
168,José Almeida,sampaioevelyn@example.com,"Estrada Correia, 8
Conjunto Novo Dom Bosco
98682930 Cassiano dos Dourados / RO",07/29/23
169,Agatha Costa,caroline02@example.org,"Praia da Paz, 234
São Luiz
99947-227 Melo de Oliveira / RO",08/09/23
170,,yago34@example.org,"Travessa Manuela Siqueira, 6
Leonina
49334513 Silveira Alegre / AP",06/10/22
171,Maria Cecília Mendonça,mariacirino@example.com,"Residencial Pires, 73
Monsenhor Messias
95313-598 da Luz / AP",09/29/23
172,Enzo Rios,guerraheitor@example.org,"Aeroporto Davi Lucas Leão, 755
Vila Primeiro De Maio
45867-365 da Paz / TO",06/24/23
173,José Miguel Dias,caio16@example.net,"Passarela Gonçalves, 33
Santa Rosa
91650-232 Pereira / AL",07/04/22
174,Luiz Gustavo Pinto,rodriguesandre@example.net,"Vereda Mendes, 70
Morro Dos Macacos
87837-190 Abreu / PI",09/14/20
175,Dr. José Oliveira,uda-cruz@example.net,"Condomínio de Oliveira, 327
Jardim Leblon
61070833 Mendonça Verde / RN",04/29/24
176,Thomas Sá,pirespaulo@example.net,"Campo Lucas Gabriel Rodrigues, 3
Santo André
46887771 Macedo das Pedras / RN",05/13/22
177,José Pedro Vieira,joao33@example.org,"Recanto Almeida
Monsenhor Messias
27696-283 Nunes Verde / AL",01/01/22
178,Laura Costa,mariah71@example.org,"Quadra Agatha da Mata, 9
Brasil Industrial
29506-291 Oliveira / PI",02/08/24
179,Dra. Isabel Garcia,snovais@example.net,"Condomínio Correia, 29
Serra Verde
07234924 Castro do Oeste / RR",10/17/23
180,Leonardo da Paz,isabellyteixeira@example.com,"Residencial de Monteiro
Morro Dos Macacos
94659197 Dias / AM",04/08/22
181,Julia Campos,helena10@example.org,"Vila Mendonça, 62
Estrela
62018488 da Conceição da Prata / AL",11/26/21
182,Melina Novaes,ana-vitoriasousa@example.org,"Lago Mendonça, 450
Jaraguá
21595-147 Araújo Grande / PR",01/20/21
183,Matteo Cardoso,cavalcantemaya@example.org,"Via Costela, 8
Maria Tereza
78423-201 Moraes das Flores / PI",01/08/22
184,Davi da Cruz,novaesisadora@example.net,"Aeroporto Giovanna Lima, 45
Santa Sofia
77905-958 Costela das Pedras / RN",06/26/23
185,Caio Novais,pnascimento@example.com,"Passarela Henrique Duarte, 93
Vila Ouro Minas
33703-679 Nascimento / GO",11/04/20
186,Gustavo da Mata,azevedoisabela@example.net,"Chácara de Teixeira
Pongelupe
04969510 Castro de Silveira / AP",09/11/21
187,,hadassa93@example.org,"Via de Jesus
Vila Calafate
02116-974 Aparecida / PE",07/22/20
188,Allana Cunha,sampaiobreno@example.net,"Feira Melina Cassiano, 31
Ambrosina
59263-166 Aragão de Minas / PI",
189,Luiz Otávio Peixoto,ana-julia00@example.net,"Chácara de Costela, 9
Vitoria Da Conquista
46015171 Macedo / AC",12/07/20
190,Bianca da Cunha,fnovais@example.com,"Vereda Nina Melo, 48
Vila Califórnia
94175917 Castro / PA",07/10/20
191,Srta. Maria Julia Lopes,wpacheco@example.com,"Esplanada Pereira
Grota
23047-718 Cirino de Fernandes / GO",04/26/22
192,Leandro Porto,moreirajoao-felipe@example.net,"Vale de da Luz, 294
Vila Jardim Leblon
91323-296 Melo / MS",01/15/22
193,Kevin Câmara,rochaliam@example.org,"Viaduto de da Cunha, 13
Pilar
60526489 Novaes / RS",08/11/23
194,Sr. Enzo Azevedo,asafe07@example.net,"Largo Caio Mendes, 74
Juliana
73151538 Nogueira / PI",02/17/21
195,Larissa Carvalho,kdias@example.org,"Largo Ana Clara Costela, 3
Vila Minaslandia
84688124 Mendonça do Sul / AL",11/07/22
196,Dr. Noah Montenegro,peixotolevi@example.org,"Ladeira André Garcia
Vila Paquetá
35019-072 Gonçalves / MG",07/18/22
197,Alexia Freitas,da-luzmatheus@example.com,"Parque de Costela, 97
Cônego Pinheiro 2ª Seção
08133353 Pastor da Serra / MA",10/25/21
198,Cauê Correia,lara58@example.com,"Trevo Jade Rios, 668
Silveira
49513-074 Machado / PI",11/08/21
199,Letícia Casa Grande,salescamila@example.net,"Jardim de Farias, 46
Pousada Santo Antonio
32263665 Vargas / ES",01/05/22
200,Luiza Souza,albuquerquesarah@example.net,"Estrada de Souza, 44
Garças
87434520 Moura de Goiás / ES",10/31/20
201,Srta. Mariana Novaes,oliver70@example.net,"Morro de da Costa, 92
Pedreira Padro Lopes
78426017 Macedo de da Cunha / DF",08/26/20
202,Kamilly Barros,lcastro@example.com,"Morro da Cruz, 96
Vila Trinta E Um De Março
14409145 da Rosa / RO",08/09/22
203,Davi Luiz Sá,,"Condomínio Lavínia Fogaça, 60
Eymard
93920906 Mendonça de Nascimento / AL",09/08/22
204,Yuri Azevedo,larissapimenta@example.net,"Conjunto Luna Lima, 432
Nova Suíça
14460647 da Mata do Galho / RN",09/14/23
205,Luiz Gustavo Ramos,kcosta@example.org,"Pátio de Brito, 359
Dom Silverio
21359-243 Marques / SC",11/28/23
206,Ana Sophia Novaes,sampaiorafael@example.com,"Morro de Sampaio, 15
Maravilha
56203-611 Pinto de Goiás / TO",08/14/23
207,Dr. Ravy Pereira,ssampaio@example.com,"Lago Otto Fonseca, 711
Barro Preto
34461-600 Rios / RR",06/16/21
208,Luna Viana,fonsecaalana@example.net,"Campo Porto, 7
Alto Caiçaras
92180985 Fogaça da Mata / DF",05/30/21
209,Dr. Thales Andrade,vargasmariah@example.net,"Colônia Sales
Vila Tirol
24937344 Novaes das Pedras / AP",07/03/21
210,Olivia Oliveira,uda-paz@example.net,"Chácara João Guilherme Borges, 651
Vila Nova Paraíso
74124-132 Rodrigues / SC",08/26/22
211,Maria Luiza Teixeira,scosta@example.com,"Lago Julia Silva, 830
Confisco
66913-017 Sá do Sul / SE",01/01/22
212,Dom Sales,ana-claragoncalves@example.org,"Jardim de Correia
São Bernardo
53331-819 Rodrigues / BA",05/26/20
213,Sra. Manuela Nascimento,cardosomanuella@example.net,"Alameda Jade Cardoso, 32
Engenho Nogueira
04503071 da Rosa / AM",11/17/20
